Tom's Thumb 2, Tom's Thumb 2, -111.8040651116805,33.68377242703057,0, true, false
Tom's Thumb 3, Tom's Thumb 3, -111.8070402459676,33.67972477909878,0, true, false
Tom's Thumb 4, Tom's Thumb 4, -111.8132059774717,33.67760839224473,0, true, false
Tom's Thumb 5, Tom's Thumb 5, -111.8244657681868,33.67232782794952,0, true, false
The Lookout, The Lookout, -111.8119515473004,33.67478222904506,0, true, false
East End 1, East End 1, -111.8024243001945,33.67682766473963,0, true, false
East End 2, East End 2, -111.7985710936374,33.6715483335153,0, true, false
Windmill 1, Windmill 1, -111.7898300055265,33.66337713199764,0, true, false
Windmill 2, Windmill 2, -111.7959578111694,33.66494819842958,0, true, false
Windgate Pass 1, Windgate Pass 1, -111.8363413408794,33.66307701025147,0, true, false
Windgate Pass 2, Windgate Pass 2, -111.8328568282796,33.66690488001346,0, true, false
Windgate Pass 3, Windgate Pass 3, -111.8283620155499,33.6668808371432,0, true, false
Windgate Pass 5, Windgate Pass 5, -111.8209857844994,33.66677627274761,0, true, false
Windgate Pass 6, Windgate Pass 6, -111.8079180201216,33.66625627522436,0, true, false
Desert Park 1, Desert Park 1, -111.8374062726134,33.66745719339667,0, true, false
Desert Park 2, Desert Park 2, -111.8492280915876,33.67048009784858,0, true, false
Desert Park 3, Desert Park 3, -111.862917027555,33.65976744817217,0, true, false
Desert Park 4, Desert Park 4, -111.8609173553995,33.65125310379427,0, true, false
Horseshoe, Horseshoe, -111.8570881092841,33.65315562436818,0, true, false
Gateway 1, Gateway 1, -111.8497688203702,33.64605242500203,0, true, false
Gateway 2, Gateway 2, -111.8445181082696,33.64573918553291,0, true, false
Gateway 3, Gateway 3, -111.8384286573078,33.64667182275997,0, true, false
Gateway 4, Gateway 4, -111.8334017367132,33.65080063733069,0, true, false
Gateway 5, Gateway 5, -111.8376562595687,33.65685614403206,0, true, false
Gateway 6, Gateway 6, -111.8459979913754,33.65498433103677,0, true, false
Gateway 7, Gateway 7, -111.8520481071464,33.64941435449644,0, true, false
Saguaro Loop, Saguaro Loop, -111.8503301661907,33.64995404451498,0, true, false
Bell Pass 1, Bell Pass 1, -111.8212802717645,33.65028797160853,0, true, false
Bell Pass 2, Bell Pass 2, -111.811702079199,33.65698549401095,0, true, false
Bell Pass 3, Bell Pass 3, -111.8043596552149,33.66100151817086,0, true, false
Prospector 1, Prospector 1, -111.7899401026383,33.65309967146217,0, true, false
